Incident Id,Received,IncidentType,ProductType,NotifierType,OriginCountry,IncidentSource
I-005-615,05/05/23,Pesticide Residues,Other Food Product / Mixed,National Food Crime Unit (NFCU) - NFCU INTEL Report,United Kingdom,Pesticides
I-005-616,01/05/23,ALLERGEN: Nuts,Milk & Milk Products,Local Authority,United Kingdom,Unknown
I-005-617,02/05/23,Non-Pathogenic Micro-Organisims,Herbs & Spices,FSA England,Sri Lanka,Microbiological Contamination
I-005-618,02/05/23,Non-Pathogenic Micro-Organisims,Herbs & Spices,FSA England,Sri Lanka,Microbiological Contamination
I-005-619,29/04/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-005-620,02/05/23,Composition,Soups / Broths / Sauces & Condiments,Local Authority,,Use of Unauthorised Ingredient
I-005-621,29/04/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-005-622,02/05/23,Pathogenic Micro-Organisms,Milk & Milk Products,Food Standards Scotland (FSS),France,Microbiological Contamination
I-005-623,02/05/23,Composition,Dietetic Foods / Food Supplements / Fortified Foods,Medicines & Healthcare products Regulatory Agency (MHRA),United Kingdom,Unknown
I-005-624,02/05/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),RASFF,Poland,Veterinary Medicine
I-005-625,21/04/23,Mycotoxins,Fruits & Vegetables,Port Health Authority (PHA),China,Natural Chemical Contamination
I-005-626,03/05/23,Pathogenic Micro-Organisms,Fruits & Vegetables,Port Health Authority (PHA),China,Microbiological Contamination
I-005-627,03/05/23,Chemical Contamination (other),Fish & Fish Products,Local Authority,Not Easily Identified,Natural Chemical Contamination
I-005-628,03/05/23,Labelling Absent / Incomplete / Incorrect,Confectionery,EU Member States,United States,Labelling Packaging Error
I-005-629,03/05/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Public Analyst / Laboratory,United Kingdom,Labelling Packaging Error
I-005-630,03/05/23,Migration,Food Contact Materials,RASFF,China,Migration of Chemicals
I-005-631,03/05/23,Migration,Food Contact Materials,RASFF,China,Migration of Chemicals
I-005-632,03/05/23,Industrial Contaminants,Bivalve Molluscs & Products Thereof,Other,,Spill/Leak
I-005-633,02/05/23,Pathogenic Micro-Organisms,N/A,Public Health England (PHE),,Unknown
I-005-634,04/05/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Other,United States,Illegal Import/Export
I-005-635,04/05/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),,Microbiological Contamination
I-005-636,04/05/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,Other,United Kingdom,Labelling Packaging Error
I-005-637,05/05/23,Mycotoxins,Cereals & Bakery Products,Industry,Spain,Natural Chemical Contamination
I-005-638,04/05/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Public Health England (PHE),,Microbiological Contamination
I-005-639,05/05/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-005-640,03/05/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Public Health England (PHE),,Investigation Ongoing
I-005-641,05/05/23,Pathogenic Micro-Organisms,Milk & Milk Products,Public Health England (PHE),United Kingdom,Microbiological Contamination
I-005-642,05/05/23,Pathogenic Micro-Organisms,Milk & Milk Products,Public Health England (PHE),United Kingdom,Microbiological Contamination
I-005-643,06/05/23,Foreign Bodies,Pet Food,Industry,Germany,Production Fault
I-005-644,08/05/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-005-645,09/05/23,Pathogenic Micro-Organisms,Fruits & Vegetables,Border Inspection Posts (BIPs),Thailand,Microbiological Contamination
I-005-646,09/05/23,Environmental Pollutants,Bivalve Molluscs & Products Thereof,Local Authority,United Kingdom,Spill/Leak
I-005-647,09/05/23,Pesticide Residues,Cocoa / Cocoa Preparations / Coffee / Tea,RASFF,Indonesia,Pesticides
I-005-648,09/05/23,Heavy Metals,Herbs & Spices,RASFF,United Kingdom,Metals - Other
I-005-649,09/05/23,ALLERGEN: Cereals containing gluten,Alcoholic Beverages,RASFF,Denmark,Labelling Packaging Error
I-005-650,09/05/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,RASFF,Poland,Microbiological Contamination
I-005-651,09/05/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,RASFF,Netherlands,Microbiological Contamination
I-005-652,10/05/23,ALLERGEN: Milk,Other Food Product / Mixed,Industry,United Kingdom,Labelling Packaging Error
I-005-653,09/05/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-005-654,10/05/23,Pathogenic Micro-Organisms,Fruits & Vegetables,Port Health Authority (PHA),China,Microbiological Contamination
I-005-655,10/05/23,Pathogenic Micro-Organisms,Fruits & Vegetables,Border Inspection Posts (BIPs),China,Microbiological Contamination
I-005-656,10/05/23,Foreign Bodies,Confectionery,RASFF,Denmark,Production Fault
I-005-657,10/05/23,Non-Pathogenic Micro-Organisims,Feed Materials,RASFF,United Kingdom,Animal Feed
I-005-658,10/05/23,Migration,Food Contact Materials,RASFF,China,Migration of Chemicals
I-005-659,10/05/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom,Use of Unauthorised Ingredient
I-005-660,11/05/23,ALLERGEN: Cereals containing gluten,Cereals & Bakery Products,Local Authority,United Kingdom,Human Error
I-005-661,11/05/23,ALLERGEN: Cereals containing gluten,Other Food Product / Mixed,Industry,United Kingdom,Production Fault
I-005-662,11/05/23,ALLERGEN: Milk,Ices & Desserts,Industry,China,Production Fault
I-005-663,11/05/23,Pathogenic Micro-Organisms,Milk & Milk Products,Industry,United Kingdom,Production Fault
I-005-664,07/05/23,Labelling Absent / Incomplete / Incorrect,Other Food Product / Mixed,Port Health Authority (PHA),Moldova,Illegal Import/Export
I-005-665,11/05/23,ALLERGEN: Milk,Meat & Meat Products (other than poultry),Local Authority,United Kingdom,Labelling Packaging Error
I-005-666,11/05/23,Foreign Bodies,Non-Alcoholic Beverages,Local Authority,United Kingdom,Production Fault
I-005-667,11/05/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Local Authority,Romania,Microbiological Contamination
I-005-668,11/05/23,Novel Food,Non-Alcoholic Beverages,Local Authority,United States,Use of Unauthorised Ingredient
I-005-669,11/05/23,Composition,Non-Alcoholic Beverages,General Public,United States,Human Error
I-005-672,12/05/23,Labelling Absent / Incomplete / Incorrect,Poultry Meat & Poultry Meat Products,Local Authority,United Kingdom,Labelling Packaging Error
I-005-673,12/05/23,Environmental Pollutants,N/A,Environment Agency (EA),,Spill/Leak
I-005-675,12/05/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Environment Agency (EA),United Kingdom,Spill/Leak
I-005-676,12/05/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Environment Agency (EA),United Kingdom,Spill/Leak
I-005-677,12/05/23,ALLERGEN: Non-regulated allergen reactions,Herbs & Spices,Industry,United Kingdom,Production Fault
I-005-678,13/05/23,Non-Pathogenic Micro-Organisims,Nuts / Nut Products / Seeds,Local Authority,United Kingdom,Microbiological Contamination
I-005-679,15/05/23,Non-Pathogenic Micro-Organisims,Herbs & Spices,Border Inspection Posts (BIPs),Thailand,Microbiological Contamination
I-005-680,15/05/23,Non-Pathogenic Micro-Organisims,Herbs & Spices,Border Inspection Posts (BIPs),Thailand,Microbiological Contamination
I-005-681,15/05/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Local Authority,United States,Use of Unauthorised Ingredient
I-005-682,15/05/23,Migration,Food Contact Materials,RASFF,China,Migration of Chemicals
I-005-683,02/05/23,Chemical Contamination (other),Fish & Fish Products,FSA Policy,Cuba,Unknown
I-005-684,15/05/23,Composition,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom,Use of Unauthorised Ingredient
I-005-685,15/05/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),RASFF,France,Microbiological Contamination
I-005-686,15/05/23,Mycotoxins,Prepared Dishes & Snacks,RASFF,Poland,Natural Chemical Contamination
I-005-687,15/05/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom,Use of Unauthorised Ingredient
I-005-688,15/05/23,Chemical Contamination (other),Dietetic Foods / Food Supplements / Fortified Foods,EU Member States,United Kingdom,Natural Chemical Contamination
I-005-689,15/05/23,Migration,Food Contact Materials,RASFF,China,Migration of Chemicals
I-005-690,16/05/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Local Authority,,Microbiological Contamination
I-005-691,16/05/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Other,,Microbiological Contamination
I-005-692,16/05/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Local Authority,Germany,Microbiological Contamination
I-005-693,16/05/23,Foreign Bodies,Alcoholic Beverages,RASFF,Netherlands,Human Error
I-005-694,16/05/23,Pathogenic Micro-Organisms,Milk & Milk Products,RASFF,France,Microbiological Contamination
I-005-695,16/05/23,Mycotoxins,Prepared Dishes & Snacks,RASFF,Spain,Natural Chemical Contamination
I-005-696,16/05/23,Chemical Contamination (other),Prepared Dishes & Snacks,EU Member States,Syria,Migration of Chemicals
I-005-698,17/05/23,ALLERGEN: Cereals containing gluten,Prepared Dishes & Snacks,Port Health Authority (PHA),India,Labelling Packaging Error
I-005-699,17/05/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Local Authority,United States,Use of Unauthorised Ingredient
I-005-700,17/05/23,Biocontaminants,Cocoa / Cocoa Preparations / Coffee / Tea,RASFF,Poland,Natural Chemical Contamination
I-005-701,17/05/23,Labelling Absent / Incomplete / Incorrect,Nuts / Nut Products / Seeds,Border Inspection Posts (BIPs),Jordan,Illegal Import/Export
I-005-702,18/05/23,Mycotoxins,Prepared Dishes & Snacks,Public Analyst / Laboratory,United Kingdom,Natural Chemical Contamination
I-005-703,17/05/23,Mycotoxins,Prepared Dishes & Snacks,Public Analyst / Laboratory,United Kingdom,Natural Chemical Contamination
I-005-704,18/05/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Local Authority,United States,Use of Unauthorised Ingredient
I-005-705,18/05/23,Poor or Insufficient Controls,Egg & Egg Products,Local Authority,United Kingdom,Human Error
I-005-706,18/05/23,Biotoxins (other),Bivalve Molluscs & Products Thereof,Other,United Kingdom,Natural Chemical Contamination
I-005-707,19/05/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Other,,Human Error
I-005-708,19/05/23,Pesticide Residues,Herbs & Spices,EU Member States,Spain,Pesticides
I-005-709,21/04/23,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),Local Authority,Poland,Unauthorised Premises/Process
I-005-710,19/05/23,Mycotoxins,Prepared Dishes & Snacks,Local Authority,United Kingdom,Natural Chemical Contamination
I-005-711,19/05/23,Pathogenic Micro-Organisms,Milk & Milk Products,Animal & Plant Health Agency (APHA),,Microbiological Contamination
I-005-712,19/05/23,ALLERGEN: Celery,Poultry Meat & Poultry Meat Products,Local Authority,United Kingdom,Labelling Packaging Error
I-005-713,19/05/23,Non-Pathogenic Micro-Organisims,Fruits & Vegetables,EU Member States,France,Microbiological Contamination
I-005-714,22/05/23,Non-Pathogenic Micro-Organisims,Fruits & Vegetables,Border Inspection Posts (BIPs),Thailand,Microbiological Contamination
I-005-715,19/05/23,ALLERGEN: Nuts,Cereals & Bakery Products,Industry,Italy,Labelling Packaging Error
I-005-716,19/05/23,Feed Additives,Feed Materials,RASFF,United Kingdom,Use of Unauthorised Ingredient
I-005-717,16/05/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-005-718,18/05/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-005-719,22/05/23,Pathogenic Micro-Organisms,Herbs & Spices,Local Authority,Romania,Microbiological Contamination
I-005-720,22/05/23,Pathogenic Micro-Organisms,Herbs & Spices,Local Authority,Nigeria,Microbiological Contamination
I-005-721,22/05/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-005-722,22/05/23,Labelling Absent / Incomplete / Incorrect,Cereals & Bakery Products,Industry,United Kingdom,Production Fault
I-005-723,23/05/23,ALLERGEN: Cereals containing gluten,Confectionery,Industry,United Kingdom,Labelling Packaging Error
I-005-724,22/05/23,Heavy Metals,Meat & Meat Products (other than poultry),"Department of Agriculture, Environment and Rural Affairs (DAERA)",Northern Ireland,Metals - Other
I-005-725,23/05/23,Heavy Metals,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Metals - Other
I-005-726,23/05/23,ALLERGEN: Milk,Ices & Desserts,Industry,United Kingdom,Production Fault
I-005-727,24/05/23,ALLERGEN: Cereals containing gluten,Confectionery,Industry,United Kingdom,Human Error
I-005-728,24/05/23,ALLERGEN: Celery,Herbs & Spices,Industry,United Kingdom,Labelling Packaging Error
I-005-729,24/05/23,Food Additives & Flavourings,Non-Alcoholic Beverages,RASFF,United Kingdom,Natural Chemical Contamination
I-005-732,24/05/23,Pesticide Residues,Herbs & Spices,RASFF,Thailand,Pesticides
I-005-733,23/05/23,Chemical Contamination (other),Fish & Fish Products,Port Health Authority (PHA),Iceland,Migration of Chemicals
I-005-734,25/05/23,Biotoxins (other),Fruits & Vegetables,Local Authority,Belgium,Use of Unauthorised Ingredient
I-005-735,23/05/23,Pesticide Residues,Cereals & Bakery Products,Port Health Authority (PHA),United Kingdom,Pesticides
I-005-736,25/05/23,ALLERGEN: Milk,Prepared Dishes & Snacks,Industry,United Kingdom,Production Fault
I-005-737,25/05/23,Pathogenic Micro-Organisms,Fruits & Vegetables,FSA England,China,Microbiological Contamination
I-005-738,26/05/23,Pathogenic Micro-Organisms,Fats & Oils,EU Member States,United Kingdom,Microbiological Contamination
I-005-739,24/05/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-005-740,26/05/23,Foreign Bodies,Confectionery,Industry,United Kingdom,Production Fault
I-005-741,26/05/23,Labelling Absent / Incomplete / Incorrect,Confectionery,Local Authority,United Kingdom,Labelling Packaging Error
I-005-742,26/05/23,ALLERGEN: Soya,Ices & Desserts,Industry,United Kingdom,Labelling Packaging Error
I-005-743,26/05/23,Foreign Bodies,Fruits & Vegetables,INFOSAN,United Kingdom,Production Fault
I-005-744,26/05/23,Foreign Bodies,Fruits & Vegetables,RASFF,Netherlands,Production Fault
I-005-745,26/05/23,Heavy Metals,Herbs & Spices,RASFF,Cameroon,Metals - Other
I-005-746,26/05/23,Biocontaminants,Ices & Desserts,RASFF,France,Microbiological Contamination
I-005-747,29/05/23,Food Additives & Flavourings,Prepared Dishes & Snacks,RASFF,United States,Use of Unauthorised Ingredient
I-005-748,30/05/23,Pesticide Residues,Herbs & Spices,Local Authority,India,Pesticides
I-005-749,25/05/23,Pathogenic Micro-Organisms,Fruits & Vegetables,Port Health Authority (PHA),China,Microbiological Contamination
I-005-750,30/05/23,Foreign Bodies,Non-Alcoholic Beverages,Industry,United Kingdom,Production Fault
I-005-751,30/05/23,Chemical Contamination (other),Soups / Broths / Sauces & Condiments,Third Country,United Kingdom,Migration of Chemicals
I-005-752,31/05/23,Heavy Metals,Meat & Meat Products (other than poultry),Animal & Plant Health Agency (APHA),United Kingdom,Metals - Other
